category,city/state,language,impact,Type of Policy,expiration,section
Limits Oversight/Discipline,Whittier,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,466.6
Limits Oversight/Discipline,Fontana,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,465.6
Limits Oversight/Discipline,Santa Barbara,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,446
Limits Oversight/Discipline,Santa Ana,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,460.5
Limits Oversight/Discipline,Bakersfield,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,460.5
Limits Oversight/Discipline,Riverside,"If a recording contains material of a potentially sensitive or embarrassing nature, the
employee shall notify a supervisor who will determine if the video needs to be secured. If so,
the supervisor shall send a department e-mail message to “RPD Records Mgmt” containing
the incident number, date, and time of the recording so that the file can be locked.",Allows videos to become sealed under certain circumstances. ,Policy Manual,2017,428.4
Limits Oversight/Discipline,Redwood,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,460.5
Limits Oversight/Discipline,Tustin,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,447.3
Limits Oversight/Discipline,Escondido,"The Internal Affairs Unit shall have primary responsibility for the investigation of
all civilian complaints.",Prevents civilian oversight entity from reviewing civilian complaints,Policy Manual,2016,VIII
Limits Oversight/Discipline,Fresno ,"Statements
made during mediation cannot be used against a police officer in a criminal or civil matter.",Prevents statements during mediation to be used in civil or criminal matters,Policy Manual,2016,1020.4
Limits Oversight/Discipline,Berkeley,"Employees, sworn and civilian, shall not be required to submit to a polygraph examination or to similar tests which test for deception.",Prevents polygraph examinations.,Policy Manual,2010,52
Limits Oversight/Discipline,Berkeley,"There is probable cause to believe the person recording has committed or is committing a crime to which the recording relates, and the recording is reasonably necessary for prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2010,9
Limits Oversight/Discipline,Siskiyou Sheriff's,"An employee who is laid off from County employment shall be placed on the reinstatement list for a minimum of two years, subject to the provisions as stated in the Personnel Policies.",Allows officers to be re-hired.,MOU,2020,26.04.06
Limits Oversight/Discipline,Siskiyou Sheriff's,"Step 3: County Grievance Panel -- If the grievance or complaint is not resolved under Step 2, it may be submitted to a County Mediation Panel within 10 working days of the employee's receipt of the aboce decision. The panel will consist of the County Administrator or his/her designee and the County Personnel Mnager or his/her disgnee and 2 representatives of the employee association. Within 10 working days after submission, the employee shall meet with the Mediation Panel and within 5 working days after said meeting a written recommendation shall be delivered to the Personnel Manager. The Personnel Manager shall provide the employee and the appointing authority a written decision within 5 working days after receiving the Panel's recommendation.",Allows officers to appeal to County Grievance Panel ,MOU,2020,27.00.00 
Limits Oversight/Discipline,Madera County Sheriff's,"CONFIDENTIAL NATURE OF PERSONNEL RECORDS. All official personnel records/files shall be considered to be of a confidential nature and will be made available only to the EMPLOYEE, to the Board of Supervisors, to the EMPLOYEE'S appointing authority or his/her representative. Records shall not be released to any other official or to the public without specific authorization of the EMPLOYEE, except in response to a valid subpoena.",Keeps misconduct records/personnel files from public.,MOU,2020,6.05.00 
Limits Oversight/Discipline,Madera County Sheriff's,"5. If the Grievance remains unresolved after Step 3, the GRIEVANT may, within 15 calendar days, file an appeal to the Deputy CAO-Human Resources/Operations requesting a hearing before a Grievance Advisory Committee. (a) The Grievance Advisory Committee shall be comprised of 1 employee representative selected by the Grievant, 1 employee representative selected by the Appointing Authority, and 1 neutral member selected by the Deputy CAO-Human Resources/Operations shall be from the Department or have direct involvement with or knowledge of the Grievance in question. Any permanent County employee may serve on the Committee, with the exception that an employee with a pending grievance will not be allowed to sit on the Committee. ",Allows officers to appeal to Grievance Advisory Committee.,MOU,2020,08.01.00
Limits Oversight/Discipline,Sonoma County Sheriff's,"Arbitrable Grievances -- A grievance which directly and primarily involves the application, alleged violation, or interpretation of this Memorandum, except as otherwise provided in this Memorandum, is arbitrable. If the grievance is submitted to arbitration by the Association, neither offers of settlement nor concessions for settlement made during the grievance procedure steps prior to mediation shall be admissible in arbitration.",Allows officers to overturn discipline through binding arbitration.,MOU,2018,30.12
Limits Oversight/Discipline,Alpine County Sheriff's ,Appeals Board. The Appeals Board shall consist of the following members: 1. The County shall appoint a management representative to hear the grievance appeal. 2. The Union shall appoint an employee representative to hear the grievance appeal. 3. The State Mediation and Conciliation Service will provide a State Mediator who shall not be the same Mediator who initially mediated the grievance. The State Mediator shall serve as the chair of the Appeals Board. ,Allows officers to overturn discipline through binding arbitration.,MOU,2021,23.E
Limits Oversight/Discipline,Del Norte County Sheriff's,"Formal Hearing: If the employee is dissatisfied with the Human Resources Manager's decision, the employee must notifu the Human Resources Manager within ten (10) days after the Human Resources Manager's decision has been mailed or delivered to the employee. The Human Resources Manager shall arrange for a formal hearing on the charges. The Association and County may agree to a hearing officer; if they do not, they shall select an arbitrator as provided below:
A. The parties may agree to an arbitrator. If they cannot agree on selection of the arbitrator, they shall make a joint request to the State Conciliation Service for a list of five (5) qualified arbitrators. The arbitrator shall be selected from the list by alternatively striking names, with the opportunity to go first decided by chance.
B. The parties shall submit briefs and documents to the arbitrator at least ten (10) days before the hearing.
C. The arbitrator shall not be empowered to alter, amend, change, add to or subtract from any terms of this MOU. The decision of the arbitrator shall be based solely upon the evidence and arguments presented by the parties to the arbitration. The decision shall be final and binding upon the parties.
D. Each party shall bear its own witness and/or attorney fees. Because of the impact of Florio v. City of Ontario, (05 CDOS 6192), in cases where the hearing arises directly from imposed or proposed discipline against the grievant, County shall bear the entire cost of the arbitration, but parties shall continue to bear their own attorney's fees and/or witness fees.",Allows officers to overturn discipline through binding arbitration.,MOU,2017,12.17
Limits Oversight/Discipline,Calaveras County Sheriff's,"d. The arbitrator shall have no authority to alter, amend, change, add to or delete from any of the terms or provisions of the MOU, County Code Personnel regulations, or administrative rules or regulations. The decision of the arbitrator shall be based solely on the facts presented by the parties at the arbitration hearing. The decision of the arbitrator shall be filed within 30 das of the close of the arbitration hearing and shall be final and binding subject only to judicial review.",Allows officers to overturn discipline through binding arbitration.,MOU,2019,2.04
Limits Oversight/Discipline,Glenn County Sheriff's,"The County Personnel Director the Association representative will select a neutral third party (neutral) by mutual agreement if possible In the event there is no agreement on the selection of a neutral the parties will make a joint request for a panel of five (5) qualified arbitrators from the American Arbitration Association or the State Mediation & Conciliation
Service After receipt of the panel of arbitrators each party will strike one arbitrator a time and the remaining person on the list shall be accepted the arbitrator. The arbitrator shall have no power to alter, amend, change, add to, or subtract from any of the terms and conditions of this agreement, nor any rules, policies or procedures. The decision of the arbitrator shall be based solely upon the evidence and arguments presented by the respective parties in the presence of each other.",Allows officers to overturn discipline through binding arbitration.,MOU,2017,7.01
Limits Oversight/Discipline,Amador County Sheriff's ,"Upon written receipt of the appeal to arbitration the Director of HR and the employee/Association shall select an arbitrator within 10 workdays of receipt of the appeal. If the parties are unable to select an arbitrator, the parties may submit the appeal to the American Arbitration Association under its expedited labor arbitration procedures, a subset of its labor arbitration rules or the parties may request a list of 7 arbitrators from the State Mediation and Conciliation Services. If an arbitrator is chosen by the American Arbitration Association, it is without input from the parties. If the parties use a list from SMCS, the parties will subsequently strike names until an arbitrator is selected. The parties further agree to accept the Arbitrator's award as final and binding on them.",Allows officers to overturn discipline through binding arbitration.,MOU,2019,19.2
Limits Oversight/Discipline,Tuolumne County Sheriff's,a) Arbitration: An arbitrator shall be chosen from a list requested by the CA State Mediation and Conciliation Service consisting of 7 arbitrators who are qualified and experienced in public sector employment following an alternate striking process. The first strike shall be chosen by lot. The cost of arbitration shall be shared equally by both parties. The parties may agree on a standing panel. The decision of the arbitrator shall be final and binding on all parties.,Allows officers to overturn discipline through binding arbitration.,MOU,2019,Article 15 Section F (6)
Limits Oversight/Discipline,Santa Clara Sheriff's,An arbitrator for an arbitration hearing will be selected within 60 days from the date the County Executive or designated representative receives the written notice. Every effort will be made by the parties to schedule the hearing date within 90 days of the selection of the arbitrator... The decision of the arbitrator shall be final and binding on the parites.,Allows officers to overturn discipline through binding arbitration.,MOU,2020,23.C
Limits Oversight/Discipline,San Diego Sheriff's,"Except when an agreed statement of facts is submitted by the parties, it shall be the duty of the arbitrator to hear and consider evidence submitted by the parties and to thereafter make written findings of fact and a disposition of the grievance which shall be advisory in nature except for letters of reprimand which shall be binding. The decision of the arbitrator shall be based solely on the interpretation of the appropriate provisions of the Memorandum of Agreement applicable to the grievance, and he/she shall not add to, subtract from, modify or disregard any of the terms or provisions of the Agreement. The provisions for arbitration are not intended and shall not be construed to empower an arbitrator to change any condition of employment, specifically covered by the Memorandum of Agreement, or to revise, modify or alter, in any respect, any provision contained in the Agreement.Upon receipt of an advisory decision, the Sheriff shall, within seven (7) workdays, render a written decision which shall be final on those matters which fall under jurisdiction of the Sheriff.",Allows officers to overturn discipline through binding arbitration.,MOU,2023,Article 11 Section K
Limits Oversight/Discipline,Napa County Sheriff's,The written decision by the panel or arbitrator resulting from any arbitration of grievances hereunder shall be binding upon the parties hereto.,Allows officers to overturn discipline through binding arbitration.,MOU,2019,21.6
Limits Oversight/Discipline,Kings County Sheriff's,"Step 4
If the employee is dissatisfied with the decision of the department head, he/she may, within five working days of the receipt of that decision, request that the grievance be presented to the Personnel Appeals Board for review (see Chapter 1 of the County Personnel Rules). A hearing shall be scheduled within thirty (30) working days from the filing of the appeal unless extended for good cause.",Allows officers to overturn discipline through binding arbitration.,MOU,2020,"Article 10, Section 5"
Limits Oversight/Discipline,Orange County Peace Officer Unit and Supervising Officer Unit ,The decision of the arbitrator shall be final and binding on all parties and shall not be subject to judicial review.,Allows officers to overturn discipline through binding arbitration.,MOU,2023,"Article VIII, Section D (12)"
Limits Oversight/Discipline,Orange County Special Sherrifs Unit,The decision of the arbitrator shall be final and binding on all parties.,Allows officers to overturn discipline through binding arbitration.,MOU,2019,"Article VIII, Section D (2)"
Limits Oversight/Discipline,Shasta County Correctional Officer Deputy Sheriff's,"The written award of the Arbitrator on the merits of any appeal adjudicated within his/her jurisdiction and authority shall be final and binding on the employee, the Association, and the County.",Allows officers to overturn discipline through binding arbitration.,MOU,2020,15.5.E.8
Limits Oversight/Discipline,Shasta County Deputy Sheriff Sergeant and District Attorney Investigator Unit ,"The Arbitrator shall determine whether to sustain, reject, or modify the action discharging the employee. The written award of the Arbitrator on the merits of any appeal adjudicated within the Arbitrator's jurisdiction and authority shall be final and binding on the employee, the Association, and the County.",Allows officers to overturn discipline through binding arbitration.,MOU,2020,15.B.5.8
Limits Oversight/Discipline,Venutra County,"SCOPE OF ARBITRATOR'S AUTHORITY: The Arbitrator shall have no power to alter, amend, add to or subtract from the provisions of this Article or any other terms of this MOA. If the Arbitrator finds that none of the charges contained in the Notice of Disciplinary Action are true, then he shall set aside the action taken by the appointing authority. If the Arbitrator finds that some or all of the charges are true, then he shall make a decision confirming or modifying the action of the appointing authority provided, however, that his authority to modify the appointing authority's action is limited to those disciplinary actions described in Section 3102. The Arbitrator shall have no authority to increase the discipline imposed by the appointing authority. Notwithstanding the provisions of Section 3105, nothing shall preclude the Arbitrator from ordering the reinstatement of an employee with or without back pay. The decision of the Arbitrator shall be final and binding, subject to judicial review pursuant to Title 9 of Part 3 of the Code of Civil Procedure of the State of California, upon the employee, the County, and, if applicable, VCSCOA.",Allows officers to overturn discipline through binding arbitration.,MOU,2019,"Article 31, Section 3111"
Limits Oversight/Discipline,Tulare County -- Sheriff's Sergeants,"Employees who elect to have a disciplinary action reviewed by a Hearing Panel waive the right to judicial review of the final decision of the Hearing Panel under Cal. Code Civ. Proc. 1094 et seq. The Disciplinary Action will be reviewed by the Hearing Panel consisting of one County employee selected by the appellant, one person selected by the department and one person appointed by the Board of Supervisors. No panel member may be otherwise involved in the appeal nor may they be a witness to the facts underlying the action.",,MOU,2019,Article 36 (2A)
Limits Oversight/Discipline,Kern County,"The arbitrator will confine himself/herself to the issue submitted. The arbitrator's decision will be binding upon approval by the Board of Supervisors. The cost of the arbitrator shall be borne equally between the County and the grievant. Each party shall bear its own costs relating to arbitration including, but not limited to, witness fees, the costs of transcripts and attorney fees. The arbitrator shall be requested to submit his/her decision within thirty (30) days from the close of the hearing.",Allows officers to overturn discipline through binding arbitration.,MOU,2020,Article X
Limits Oversight/Discipline,Alameda County,"BINDING ARBITRATION OF GRIEVANCES. In the event that the grievance is not resolved at the fifth step, the grievant or his/her representative may, within thirty days after receipt of the decision of the Sheriff made pursuant to subsection 26.C.5. request that the grievance be heard by an arbitrator.",Allows officers to overturn discipline through binding arbitration.,MOU,2020,"Section 26, D"
Limits Oversight/Discipline,Alameda County,"GRIEVANCE RIGHTS OF FORMER EMPLOYEES. A person who because of dismissal, resignation, or layoff is no longer a County employee may file and pursue a grievance at the department head level and may also pursue such grievance through the remaining levels of the grievance procedure, including binding arbitration, provided that the grievance is timely filed as provided in subsections 26.I. and 26.J. hereof, that the grievance is filed no later than 30 calendar days from the date of issuance of the warrant complained of, that the issue would otherwise be grievable under this Section; and provided further, however, that under no circumstances may a former employee file or pursue any grievance unless it relates solely to whether such person's final pay warrant(s) correctly reflected the final salary, or fringe benefits taken in the form of cash owed to such person.",Allows officers to overturn discipline through binding arbitration.,MOU,2020,"Section 26, N"
Limits Oversight/Discipline,Sacremento County,The decision of the arbitrator shall be final and binding.,Allows officers to overturn discipline through binding arbitration.,MOU,2021,Section 17.16
Limits Oversight/Discipline,Orange County,The decision of the arbitrator shall be final and binding on all parties and shall not be subject to judicial review.,Allows officers to overturn discipline through binding arbitration.,MOU,2023,"Section 8, D (12)"
Limits Oversight/Discipline,San Bernadino Specialized Police Officer Unit & Specialized Peace Officer Supervsior Unit,"The decision by the arbitrator shall be final and binding on all parties unless there is a financial impact of greater than ten thousand dollars ($10,000), in which case it shall be subject to approval of the Board of Supervisors.","Allows officers to overturn discipline through binding arbitration, as long as the cost is lower than $10k.",MOU,2019,"Dispute Resolution Procedure, Section 4 (e)"
Limits Oversight/Discipline,Nevada County,"The decision of the Arbitrator, supported by written findings, shall be final and binding upon all parties and shall not be subject to any modification by the Board of Supervisors.",Allows officers to overturn discipline through binding arbitration,MOU,2022,Article 8.4.B
Limits Oversight/Discipline,Merced,"Disciplinary actions more than twelve (12) months old, which were made a part of the employees personnel file and for reasons that are non-related to any further disciplinary action, shall not be considered in such disciplinary action regarding the employee.",Prevents past discipline from being used to inform future disciplinary decisions,MOU,2021,Disciplinary Action E.2
Limits Oversight/Discipline,Stanislaus Sworn Deputies Association,"The parties agree that the employee may elect to have the disciplinary matter
heard by the current discipline appeals board as provided by Stanislaus County
Code Section 3.28.060, “Hearing board and hearing officer” in lieu of binding
arbitration by an outside arbitrator. Should the employee elect to utilize the hearing
board or hearing officer as provided by Section 3.28.060 of the County Code, the
decision of the hearing board or hearing officer shall be final and the employee
shall forego the option of arbitration by an outside arbitrator. The employee agrees
to assume half the cost of the hearing officer.",Allows officers to overturn discipline through binding arbitration or through a disciplinary appeals board,MOU,2020,13.4.A
Limits Oversight/Discipline,Stanislaus Sheriff's Supervisors Association,"Unless the parties agree otherwise, the arbitrator shall render the decision in writing within thirty (30) days following the close of the hearing. A copy of the written decision shall contain findings of fact which may be stated in the language of the pleadings or be referenced thereto.
If requested by either party, the decision shall be accompanied by findings of fact and conclusions of law.
A copy of the written decision shall be transmitted to the Department Head and the Director of Personnel.
The Director of Personnel shall cause to be served a
copy of the decision upon the employee. Service by mail at the employee’s last
known address shall be sufficient for purposes of this section.
A copy of the decision shall be placed in the employee’s
history file. The decision of personal the arbitrator shall be final and binding on both parties.",Allows officers to overturn discipline through binding arbitration,MOU,,"Attachment B-3, B6"
Limits Oversight/Discipline,Stanislaus Deputy Sheriff's Association,"Unless the parties agree otherwise, the arbitrator shall render the decision in
writing within thirty (30) days following the close of the hearing. A copy of the
written decision shall contain findings of fact which may be stated in the language
of the pleadings or be referenced thereto.
If requested by either party, the
decision shall be accompanied by findings of fact and conclusions of law.
A copy of the written decision shall be transmitted to the Department Head and
the Director of Personnel.
The Director of Personnel shall cause to be served a
copy of the decision upon the employee. Service by mail at the employee’s last
known address shall be sufficient for purposes of this section.
A copy of the
decision shall be placed in the employee’s
history file. The decision of
personal
the arbitrator shall be final and binding on both parties.",Allows officers to overturn discipline through binding arbitration,MOU,2021,"Attachment C-3, B6"
Limits Oversight/Discipline,Riverside Law Enforcement Management Unit,"Within 90 days following the submission of the appeal, the Hearing Officer shall
submit written findings of fact, conclusions of law, and the decision to the parties
together with a copy of the appeal and a summary of the evidence taken at the
hearing. The decision of the Hearing Officer shall be final subject to the right of
either party to seek judicial review under Section 1094.5 of the California Code of
Civil Procedure.",Allows officers to overturn discipline through appeal to a Hearing Officer.,MOU,2020,11.G
Limits Oversight/Discipline,Riverside Deputy Sheriff,"Within thirty (30) days following the submission of the appeal, the Hearing Officer
shall submit written findings of fact, conclusions of law, and the decision to the
parties together with a copy of the appeal and a summary of the evidence taken
at the hearing.
Either party may request that the Hearing Officer to issue a
decision in less than thirty (30) days. The decision of the Hearing Officer shall be
final subject to the right of either party to seek judicial review under Section
1094.5 of the California Code of Civil Procedure.",Allows officers to overturn discipline through appeal to a Hearing Officer.,MOU,,12.H
