"","No","City","Contract Review Status","Complaint form / link to complaint process","Contract URL","State","Available Elsewhere Online?","Slack handle of person interested in reviewing this contract.","Expiration Date","Comments","pdfname","pdf_parsing_success"
"924",NA,"Greenwood",NA,NA,"Need to Find Contract","IN",NA,NA,NA,NA,"924-IN-Greenwood",FALSE
"925",NA,"Hammond",NA,NA,"Need to Find Contract","IN",NA,NA,NA,NA,"925-IN-Hammond",FALSE
"926",NA,"Kokomo",NA,NA,"Need to Find Contract","IN",NA,NA,NA,NA,"926-IN-Kokomo",FALSE
"927",NA,"Lafayette",NA,NA,"Need to Find Contract","IN",NA,NA,NA,NA,"927-IN-Lafayette",FALSE
"928",NA,"Riley County",NA,NA,"Need to Find Contract","KS",NA,NA,NA,NA,"928-KS-Riley County",FALSE
"929",NA,"Lenexa",NA,NA,"Need to Find Contract","KS",NA,NA,NA,NA,"929-KS-Lenexa",FALSE
"930",NA,"Boone County",NA,NA,"Need to Find Contract","KY",NA,NA,NA,NA,"930-KY-Boone County",FALSE
"931",NA,"Laurel County",NA,NA,"Need to Find Contract","KY",NA,NA,NA,NA,"931-KY-Laurel County",FALSE
"932",NA,"Oldham County",NA,NA,"Need to Find Contract","KY",NA,NA,NA,NA,"932-KY-Oldham County",FALSE
"933",NA,"Pike County",NA,NA,"Need to Find Contract","KY",NA,NA,NA,NA,"933-KY-Pike County",FALSE
"934",NA,"Warren County",NA,NA,"Need to Find Contract","KY",NA,NA,NA,NA,"934-KY-Warren County",FALSE
"935",NA,"Louisville Metro",NA,NA,"Need to Find Contract","KY",NA,NA,NA,NA,"935-KY-Louisville Metro",FALSE
"936",NA,"Owensboro",NA,NA,"Need to Find Contract","KY",NA,NA,NA,NA,"936-KY-Owensboro",FALSE
"937",NA,"Ascension Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"937-LA-Ascension Parish",FALSE
"938",NA,"Bossier Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"938-LA-Bossier Parish",FALSE
"939",NA,"Calcasieu Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"939-LA-Calcasieu Parish",FALSE
"940",NA,"East Baton Rouge Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"940-LA-East Baton Rouge Parish",FALSE
"941",NA,"Iberia Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"941-LA-Iberia Parish",FALSE
"942",NA,"Jefferson Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"942-LA-Jefferson Parish",FALSE
"943",NA,"Lafayette Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"943-LA-Lafayette Parish",FALSE
"944",NA,"Lafourche Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"944-LA-Lafourche Parish",FALSE
"945",NA,"Livingston Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"945-LA-Livingston Parish",FALSE
"946",NA,"Ouachita Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"946-LA-Ouachita Parish",FALSE
"947",NA,"Rapides Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"947-LA-Rapides Parish",FALSE
"948",NA,"St. Charles Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"948-LA-St. Charles Parish",FALSE
"949",NA,"St. Landry Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"949-LA-St. Landry Parish",FALSE
"950",NA,"St. Tammany Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"950-LA-St. Tammany Parish",FALSE
"951",NA,"Tangipahoa Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"951-LA-Tangipahoa Parish",FALSE
"952",NA,"Terrebonne Parish",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"952-LA-Terrebonne Parish",FALSE
"953",NA,"Bossier City",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"953-LA-Bossier City",FALSE
"954",NA,"Kenner",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"954-LA-Kenner",FALSE
"955",NA,"Lafayette",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"955-LA-Lafayette",FALSE
"956",NA,"Lake Charles",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"956-LA-Lake Charles",FALSE
"957",NA,"New Orleans",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"957-LA-New Orleans",FALSE
"958",NA,"Shreveport",NA,NA,"Need to Find Contract","LA",NA,NA,NA,NA,"958-LA-Shreveport",FALSE
"959",NA,"Lynn",NA,NA,"Need to Find Contract","MA",NA,NA,NA,NA,"959-MA-Lynn",FALSE
"960",NA,"Malden",NA,NA,"Need to Find Contract","MA",NA,NA,NA,NA,"960-MA-Malden",FALSE
"961",NA,"Quincy",NA,NA,"Need to Find Contract","MA",NA,NA,NA,NA,"961-MA-Quincy",FALSE
"962",NA,"Calvert County",NA,NA,"Need to Find Contract","MD",NA,NA,NA,NA,"962-MD-Calvert County",FALSE
"963",NA,"Harford County",NA,NA,"Need to Find Contract","MD",NA,NA,NA,NA,"963-MD-Harford County",FALSE
"964",NA,"St. Mary's County",NA,NA,"Need to Find Contract","MD",NA,NA,NA,NA,"964-MD-St. Mary's County",FALSE
"965",NA,"Carroll County",NA,NA,"Need to Find Contract","MD",NA,NA,NA,NA,"965-MD-Carroll County",FALSE
"966",NA,"Washington County",NA,NA,"Need to Find Contract","MD",NA,NA,NA,NA,"966-MD-Washington County",FALSE
"967",NA,"Kennebec County",NA,NA,"Need to Find Contract","ME",NA,NA,NA,NA,"967-ME-Kennebec County",FALSE
"968",NA,"Penobscot County",NA,NA,"Need to Find Contract","ME",NA,NA,NA,NA,"968-ME-Penobscot County",FALSE
"969",NA,"Bay County",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"969-MI-Bay County",FALSE
"970",NA,"Eaton County",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"970-MI-Eaton County",FALSE
"971",NA,"Grand Traverse County",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"971-MI-Grand Traverse County",FALSE
"972",NA,"Ingham County",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"972-MI-Ingham County",FALSE
"973",NA,"Jackson County",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"973-MI-Jackson County",FALSE
"974",NA,"Kalamazoo County",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"974-MI-Kalamazoo County",FALSE
"975",NA,"Kent County",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"975-MI-Kent County",FALSE
"976",NA,"Lapeer County",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"976-MI-Lapeer County",FALSE
"977",NA,"Macomb County",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"977-MI-Macomb County",FALSE
"978",NA,"Monroe County",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"978-MI-Monroe County",FALSE
"979",NA,"Muskegon County",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"979-MI-Muskegon County",FALSE
"980",NA,"Ottawa County",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"980-MI-Ottawa County",FALSE
"981",NA,"Van Buren County",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"981-MI-Van Buren County",FALSE
"982",NA,"Washtenaw County",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"982-MI-Washtenaw County",FALSE
"983",NA,"Clinton",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"983-MI-Clinton",FALSE
"984",NA,"Dearborn Heights",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"984-MI-Dearborn Heights",FALSE
"985",NA,"Kentwood",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"985-MI-Kentwood",FALSE
"986",NA,"Pontiac",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"986-MI-Pontiac",FALSE
"987",NA,"Royal Oak",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"987-MI-Royal Oak",FALSE
"988",NA,"Shelby",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"988-MI-Shelby",FALSE
"989",NA,"St. Clair Shores",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"989-MI-St. Clair Shores",FALSE
"990",NA,"Waterford",NA,NA,"Need to Find Contract","MI",NA,NA,NA,NA,"990-MI-Waterford",FALSE
"991",NA,"Anoka County",NA,NA,"Need to Find Contract","MN",NA,NA,NA,NA,"991-MN-Anoka County",FALSE
"992",NA,"Carver County",NA,NA,"Need to Find Contract","MN",NA,NA,NA,NA,"992-MN-Carver County",FALSE
"993",NA,"Ramsey County",NA,NA,"Need to Find Contract","MN",NA,NA,NA,NA,"993-MN-Ramsey County",FALSE
"994",NA,"St. Louis County",NA,NA,"Need to Find Contract","MN",NA,NA,NA,NA,"994-MN-St. Louis County",FALSE
"995",NA,"Wright County",NA,NA,"Need to Find Contract","MN",NA,NA,NA,NA,"995-MN-Wright County",FALSE
"996",NA,"Apple Valley",NA,NA,"Need to Find Contract","MN",NA,NA,NA,NA,"996-MN-Apple Valley",FALSE
"997",NA,"Brooklyn Park",NA,NA,"Need to Find Contract","MN",NA,NA,NA,NA,"997-MN-Brooklyn Park",FALSE
"998",NA,"Burnsville",NA,NA,"Need to Find Contract","MN",NA,NA,NA,NA,"998-MN-Burnsville",FALSE
"999",NA,"Eagan",NA,NA,"https://lels.org/wp-content/uploads/2018/09/ActiveContract-Eagan-PD-12-31-2018.pdf","MN",NA,"John Fentiman","12/31/2018",NA,"999-MN-Eagan",TRUE
"1000",NA,"Eden Prairie",NA,NA,"Need to Find Contract","MN",NA,NA,NA,NA,"1000-MN-Eden Prairie",FALSE
"1001",NA,"Maple Grove",NA,NA,"Need to Find Contract","MN",NA,NA,NA,NA,"1001-MN-Maple Grove",FALSE
"1002",NA,"Minnetonka",NA,NA,"https://lels.org/wp-content/uploads/2018/09/ActiveContract-Minnetonka-PD-Sergeants-12-24-2020.pdf","MN",NA,NA,NA,NA,"1002-MN-Minnetonka",TRUE
"1003",NA,"St. Cloud",NA,NA,"Need to Find Contract","MN",NA,NA,NA,NA,"1003-MN-St. Cloud",FALSE
"1004",NA,"St. Paul",NA,NA,"Need to Find Contract","MN",NA,NA,NA,NA,"1004-MN-St. Paul",FALSE
"1005",NA,"Greene County",NA,NA,"Need to Find Contract","MO",NA,NA,NA,NA,"1005-MO-Greene County",FALSE
"1006",NA,"Jefferson County",NA,NA,"Need to Find Contract","MO",NA,NA,NA,NA,"1006-MO-Jefferson County",FALSE
"1007",NA,"St. Charles County",NA,NA,"Need to Find Contract","MO",NA,NA,NA,NA,"1007-MO-St. Charles County",FALSE
"1008",NA,"St. Louis County",NA,NA,"Need to Find Contract","MO",NA,NA,NA,NA,"1008-MO-St. Louis County",FALSE
"1009",NA,"Florissant",NA,NA,"Need to Find Contract","MO",NA,NA,NA,NA,"1009-MO-Florissant",FALSE
"1010",NA,"Joplin",NA,NA,"http://www.joplinmo.org/AgendaCenter/ViewFile/Item/1787?fileID=3503","MO",NA,NA,NA,NA,"1010-MO-Joplin",TRUE
"1011",NA,"Lee's Summit",NA,NA,"Need to Find Contract","MO",NA,NA,NA,NA,"1011-MO-Lee's Summit",FALSE
"1012",NA,"St. Charles",NA,NA,"Need to Find Contract","MO",NA,NA,NA,NA,"1012-MO-St. Charles",FALSE
"1013",NA,"St. Joseph",NA,NA,"Need to Find Contract","MO",NA,NA,NA,NA,"1013-MO-St. Joseph",FALSE
"1014",NA,"St. Louis",NA,NA,"Need to Find Contract","MO",NA,NA,NA,NA,"1014-MO-St. Louis",FALSE
"1015",NA,"St. Peters",NA,NA,"Need to Find Contract","MO",NA,NA,NA,NA,"1015-MO-St. Peters",FALSE
"1016",NA,"Harrison County",NA,NA,"Need to Find Contract","MS",NA,NA,NA,NA,"1016-MS-Harrison County",FALSE
"1017",NA,"Jackson County",NA,NA,"Need to Find Contract","MS",NA,NA,NA,NA,"1017-MS-Jackson County",FALSE
"1018",NA,"Lamar County",NA,NA,"Need to Find Contract","MS",NA,NA,NA,NA,"1018-MS-Lamar County",FALSE
"1019",NA,"Rankin County",NA,NA,"Need to Find Contract","MS",NA,NA,NA,NA,"1019-MS-Rankin County",FALSE
"1020",NA,"Gulfport",NA,NA,"Need to Find Contract","MS",NA,NA,NA,NA,"1020-MS-Gulfport",FALSE
"1021",NA,"Southaven",NA,NA,"Need to Find Contract","MS",NA,NA,NA,NA,"1021-MS-Southaven",FALSE
"1022",NA,"Flathead County",NA,NA,"Need to Find Contract","MT",NA,NA,NA,NA,"1022-MT-Flathead County",FALSE
"1023",NA,"Fayetteville",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1023-NC-Fayetteville",FALSE
"1024",NA,"Alamance County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1024-NC-Alamance County",FALSE
"1025",NA,"Brunswick County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1025-NC-Brunswick County",FALSE
"1026",NA,"Buncombe County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1026-NC-Buncombe County",FALSE
"1027",NA,"Burke County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1027-NC-Burke County",FALSE
"1028",NA,"Cabarrus County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1028-NC-Cabarrus County",FALSE
"1029",NA,"Caldwell County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1029-NC-Caldwell County",FALSE
"1030",NA,"Catawba County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1030-NC-Catawba County",FALSE
"1031",NA,"Chatham County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1031-NC-Chatham County",FALSE
"1032",NA,"Cumberland County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1032-NC-Cumberland County",FALSE
"1033",NA,"Davidson County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1033-NC-Davidson County",FALSE
"1034",NA,"Forsyth County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1034-NC-Forsyth County",FALSE
"1035",NA,"Franklin County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1035-NC-Franklin County",FALSE
"1036",NA,"Gaston County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1036-NC-Gaston County",FALSE
"1037",NA,"Guilford County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1037-NC-Guilford County",FALSE
"1038",NA,"Harnett County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1038-NC-Harnett County",FALSE
"1039",NA,"Henderson County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1039-NC-Henderson County",FALSE
"1040",NA,"Iredell County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1040-NC-Iredell County",FALSE
"1041",NA,"Johnston County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1041-NC-Johnston County",FALSE
"1042",NA,"Lincoln County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1042-NC-Lincoln County",FALSE
"1043",NA,"New Hanover County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1043-NC-New Hanover County",FALSE
"1044",NA,"Onslow County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1044-NC-Onslow County",FALSE
"1045",NA,"Orange County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1045-NC-Orange County",FALSE
"1046",NA,"Pender County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1046-NC-Pender County",FALSE
"1047",NA,"Pitt County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1047-NC-Pitt County",FALSE
"1048",NA,"Robeson County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1048-NC-Robeson County",FALSE
"1049",NA,"Rockingham County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1049-NC-Rockingham County",FALSE
"1050",NA,"Rowan County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1050-NC-Rowan County",FALSE
"1051",NA,"Sampson County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1051-NC-Sampson County",FALSE
"1052",NA,"Surry County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1052-NC-Surry County",FALSE
"1053",NA,"Union County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1053-NC-Union County",FALSE
"1054",NA,"Wake County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1054-NC-Wake County",FALSE
"1055",NA,"Wayne County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1055-NC-Wayne County",FALSE
"1056",NA,"Wilkes County",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1056-NC-Wilkes County",FALSE
"1057",NA,"Asheville",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1057-NC-Asheville",FALSE
"1058",NA,"Cary",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1058-NC-Cary",FALSE
"1059",NA,"Chapel Hill",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1059-NC-Chapel Hill",FALSE
"1060",NA,"Charlotte",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1060-NC-Charlotte",FALSE
"1061",NA,"Durham",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1061-NC-Durham",FALSE
"1062",NA,"Gastonia",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1062-NC-Gastonia",FALSE
"1063",NA,"Greensboro",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1063-NC-Greensboro",FALSE
"1064",NA,"Greenville",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1064-NC-Greenville",FALSE
"1065",NA,"High Point",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1065-NC-High Point",FALSE
"1066",NA,"Huntersville",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1066-NC-Huntersville",FALSE
"1067",NA,"Rocky Mount",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1067-NC-Rocky Mount",FALSE
"1068",NA,"Winston-Salem",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1068-NC-Winston-Salem",FALSE
"1069",NA,"Concord",NA,NA,"Need to Find Contract","NC",NA,NA,NA,NA,"1069-NC-Concord",FALSE
"1070",NA,"Bismarck",NA,NA,"Need to Find Contract","ND",NA,NA,NA,NA,"1070-ND-Bismarck",FALSE
"1071",NA,"Fargo",NA,NA,"Need to Find Contract","ND",NA,NA,NA,NA,"1071-ND-Fargo",FALSE
"1072",NA,"Grand Forks",NA,NA,"Need to Find Contract","ND",NA,NA,NA,NA,"1072-ND-Grand Forks",FALSE
"1073",NA,"Minot",NA,NA,"Need to Find Contract","ND",NA,NA,NA,NA,"1073-ND-Minot",FALSE
"1074",NA,"Douglas County",NA,NA,"Need to Find Contract","NE",NA,NA,NA,NA,"1074-NE-Douglas County",FALSE
"1075",NA,"Sarpy County",NA,NA,"Need to Find Contract","NE",NA,NA,NA,NA,"1075-NE-Sarpy County",FALSE
"1076",NA,"Cherry Hill",NA,NA,"Need to Find Contract","NJ",NA,NA,NA,NA,"1076-NJ-Cherry Hill",FALSE
"1077",NA,"Franklin",NA,NA,"Need to Find Contract","NJ",NA,NA,NA,NA,"1077-NJ-Franklin",FALSE
"1078",NA,"Gloucester",NA,NA,"https://www.perc.state.nj.us/publicsectorcontracts.nsf/1c23a2620ca63d8285256fc80056bb78/b61bb581c9352fd985257eac005b291d/$FILE/Gloucester%20City%20and%20PBA%20Loc%2040%202013.pdf","NJ","https://www.perc.state.nj.us/publicsectorcontracts.nsf/298b6b12dcbbcf4185256f4d005df2dc/8dcacd5c0f609e1985257c75007820ae?OpenDocument","John","12/31/2017",NA,"1078-NJ-Gloucester",FALSE
"1079",NA,"Irvington",NA,NA,"Need to Find Contract","NJ",NA,NA,NA,NA,"1079-NJ-Irvington",FALSE
"1080",NA,"North Bergen",NA,NA,"Need to Find Contract","NJ",NA,NA,NA,NA,"1080-NJ-North Bergen",FALSE
"1081",NA,"Old Bridge",NA,NA,"Need to Find Contract","NJ",NA,NA,NA,NA,"1081-NJ-Old Bridge",FALSE
"1082",NA,"Parsippany-Troy Hills",NA,NA,"Need to Find Contract","NJ",NA,NA,NA,NA,"1082-NJ-Parsippany-Troy Hills",FALSE
"1083",NA,"Piscataway",NA,NA,"Need to Find Contract","NJ",NA,NA,NA,NA,"1083-NJ-Piscataway",FALSE
"1084",NA,"Union",NA,NA,"Need to Find Contract","NJ",NA,NA,NA,NA,"1084-NJ-Union",FALSE
"1085",NA,"Wayne",NA,NA,"Need to Find Contract","NJ",NA,NA,NA,NA,"1085-NJ-Wayne",FALSE
"1086",NA,"Union City",NA,NA,"Need to Find Contract","NJ",NA,NA,NA,NA,"1086-NJ-Union City",FALSE
"1087",NA,"Bernalillo County",NA,NA,"Need to Find Contract","NM",NA,NA,NA,NA,"1087-NM-Bernalillo County",FALSE
"1088",NA,"Dona Ana County",NA,NA,"Need to Find Contract","NM",NA,NA,NA,NA,"1088-NM-Dona Ana County",FALSE
"1089",NA,"Mckinley County",NA,NA,"Need to Find Contract","NM",NA,NA,NA,NA,"1089-NM-Mckinley County",FALSE
"1090",NA,"Santa Fe County",NA,NA,"Need to Find Contract","NM",NA,NA,NA,NA,"1090-NM-Santa Fe County",FALSE
"1091",NA,"Carson City County",NA,NA,"Need to Find Contract","NV",NA,NA,NA,NA,"1091-NV-Carson City County",FALSE
"1092",NA,"Washoe County",NA,NA,"Need to Find Contract","NV",NA,NA,NA,NA,"1092-NV-Washoe County",FALSE
"1093",NA,"Broome County",NA,NA,"http://www.gobroomecounty.com/sites/default/files/dept/personnel/pdfs/PBA%202012-2017%20Signed.pdf","NY",NA,NA,"12/31/2017",NA,"1093-NY-Broome County",FALSE
"1094",NA,"Chautauqua County",NA,NA,"Need to Find Contract","NY","https://www.seethroughny.net/contracts/police_fire/CountyofChautauqua_P_dsacc_2021.pdf",NA,NA,NA,"1094-NY-Chautauqua County",FALSE
"1095",NA,"Jefferson County",NA,NA,"Need to Find Contract","NY","https://www.seethroughny.net/contracts/police_fire/CountyofJefferson_P_2019.pdf",NA,NA,NA,"1095-NY-Jefferson County",FALSE
"1096",NA,"Monroe County",NA,NA,"Need to Find Contract","NY",NA,NA,NA,NA,"1096-NY-Monroe County",FALSE
"1097",NA,"Nassau County",NA,NA,"N/A","NY","2017 contract expired and there's a lawsuit https://www.newsday.com/long-island/politics/laura-curran-nassau-unons-rob-walker-1.17655406",NA,NA,NA,"1097-NY-Nassau County",FALSE
"1098",NA,"Oneida County",NA,NA,"Need to Find Contract","NY","https://www.seethroughny.net/contracts/police_fire/CountyofOneida_P_2020.pdf",NA,NA,NA,"1098-NY-Oneida County",FALSE
"1099",NA,"Onondaga County",NA,NA,"Need to Find Contract","NY",NA,NA,NA,NA,"1099-NY-Onondaga County",FALSE
"1100",NA,"Oswego County",NA,NA,"Need to Find Contract","NY","https://www.seethroughny.net/contracts/police_fire/CountyofOswego_P_2020.pdf",NA,NA,NA,"1100-NY-Oswego County",FALSE
"1101",NA,"Rensselaer County",NA,NA,"Need to Find Contract","NY",NA,NA,NA,NA,"1101-NY-Rensselaer County",FALSE
"1102",NA,"Saratoga County",NA,NA,"Need to Find Contract","NY","https://www.seethroughny.net/contracts/police_fire/CountyofSaratoga_P_2018.pdf",NA,"12/31/2018",NA,"1102-NY-Saratoga County",FALSE
"1103",NA,"Steuben County",NA,NA,"Need to Find Contract","NY","https://www.seethroughny.net/contracts/police_fire/CountyofSteuben_P_2020.pdf",NA,NA,NA,"1103-NY-Steuben County",FALSE
"1104",NA,"Suffolk County",NA,NA,"Need to Find Contract","NY","https://www.seethroughny.net/contracts/CountyofSuffolk_P_2007.pdf",NA,NA,NA,"1104-NY-Suffolk County",FALSE
"1105",NA,"Sullivan County",NA,NA,"Need to Find Contract","NY","https://www.seethroughny.net/contracts/police_fire/CountyofSullivan_P_moa_2020.pdf",NA,NA,NA,"1105-NY-Sullivan County",FALSE
"1106",NA,"Wayne County",NA,NA,"Need to Find Contract","NY",NA,NA,NA,NA,"1106-NY-Wayne County",FALSE
"1107",NA,"Westchester County",NA,NA,"Need to Find Contract","NY",NA,NA,NA,NA,"1107-NY-Westchester County",FALSE
"1108",NA,"Amherst Town",NA,NA,"Need to Find Contract","NY",NA,NA,NA,NA,"1108-NY-Amherst Town",FALSE
"1109",NA,"Cheektowaga Town",NA,NA,"Need to Find Contract","NY",NA,NA,NA,NA,"1109-NY-Cheektowaga Town",FALSE
"1110",NA,"Clarkstown Town",NA,NA,"Need to Find Contract","NY",NA,NA,NA,NA,"1110-NY-Clarkstown Town",FALSE
"1111",NA,"Colonie Town",NA,NA,"Need to Find Contract","NY",NA,NA,NA,NA,"1111-NY-Colonie Town",FALSE
"1112",NA,"Greece Town",NA,NA,"Need to Find Contract","NY",NA,NA,NA,NA,"1112-NY-Greece Town",FALSE
"1113",NA,"Hempstead Village",NA,NA,"Need to Find Contract","NY",NA,NA,NA,NA,"1113-NY-Hempstead Village",FALSE
"1114",NA,"Irondequoit Town",NA,NA,"Need to Find Contract","NY",NA,NA,NA,NA,"1114-NY-Irondequoit Town",FALSE
"1115",NA,"Ramapo Town",NA,NA,"Need to Find Contract","NY",NA,NA,NA,NA,"1115-NY-Ramapo Town",FALSE
"1116",NA,"Tonawanda Town",NA,NA,"Need to Find Contract","NY",NA,NA,NA,NA,"1116-NY-Tonawanda Town",FALSE
"1117",NA,"Butler County",NA,NA,"https://serb.ohio.gov/static/PDF/Contracts/2018/18-MED-12-1229.pdf","OH",NA,NA,"01/28/2022","Also https://serb.ohio.gov/static/PDF/Contracts/2017/17-MED-08-0855.pdf","1117-OH-Butler County",TRUE
"1118",NA,"Clark County",NA,NA,"https://serb.ohio.gov/static/PDF/Contracts/2017/17-MED-09-0960.pdf","OH",NA,NA,"12/31/2020",NA,"1118-OH-Clark County",TRUE
"1119",NA,"Clermont County",NA,NA,"https://serb.ohio.gov/static/PDF/Contracts/2017/17-MED-09-1185.pdf","OH",NA,NA,"12/31/2020",NA,"1119-OH-Clermont County",TRUE
"1120",NA,"Delaware County",NA,NA,"https://serb.ohio.gov/static/PDF/Contracts/2019/19-MED-03-0229.pdf","OH",NA,NA,"06/25/2022",NA,"1120-OH-Delaware County",TRUE
"1121",NA,"Fairfield County",NA,NA,"https://serb.ohio.gov/static/PDF/Contracts/2018/18-MED-01-0002.pdf","OH",NA,NA,"03/31/2021",NA,"1121-OH-Fairfield County",TRUE
"1122",NA,"Franklin County",NA,NA,"Need to Find Contract","OH",NA,NA,NA,NA,"1122-OH-Franklin County",FALSE
"1123",NA,"Geauga County",NA,NA,"https://serb.ohio.gov/static/PDF/Contracts/2019/19-MED-10-1204.pdf","OH",NA,NA,"12/31/2022",NA,"1123-OH-Geauga County",TRUE
"1124",NA,"Hamilton County",NA,NA,"https://serb.ohio.gov/static/PDF/Contracts/2018/18-MED-06-0579.pdf","OH",NA,NA,"12/31/2020",NA,"1124-OH-Hamilton County",TRUE
"1125",NA,"Licking County",NA,NA,"https://serb.ohio.gov/static/PDF/Contracts/2018/18-MED-04-0354.pdf","OH",NA,NA,"12/31/2020",NA,"1125-OH-Licking County",TRUE
"1126",NA,"Montgomery County",NA,NA,"Need to Find Contract","OH",NA,NA,NA,NA,"1126-OH-Montgomery County",FALSE
